 Subj,#,Title,Comp Numb,Sec,Instructor
CEE,4990,Design of Earth Structures,15428,A,"Dewoolkar, Mandar "
CEE,5440,Transport Plan Demand Modeling,15430,A,"Rowangould, Gregory M"
CEE,5720,Structural Dynamics,13990,A,"Hernandez, Eric M"
CEE,5730,Structural Design - Wood,11733,A,"Wijesinghe, Priyantha Dha"
CEE,5980,Numerical Methods for Engineer,15429,A,"Pinder, George Francis"
CEE,5993,IS:CQDynamicsSuspendedSediment,16105,A,"Underwood, Kristen Lee"
CEE,6391,Master's Thesis Research,15432,A,"Lens, John E."
CEE,6391,Master's Thesis Research,10975,B,"Bomblies, Arne "
CEE,6391,Master's Thesis Research,10976,C,"Rizzo, Donna M."
CEE,6391,Master's Thesis Research,10977,D,"Ghazanfari, Ehsan "
CEE,6391,Master's Thesis Research,10978,E,"Hernandez, Eric M"
CEE,6391,Master's Thesis Research,10979,F,"Pinder, George Francis"
CEE,6391,Master's Thesis Research,16043,G,"Svolos, Lampros "
CEE,6391,Master's Thesis Research,10980,H,"Dewoolkar, Mandar "
CEE,6391,Master's Thesis Research,11397,J,"Badireddy, Appala Raju "
CEE,6391,Master's Thesis Research,12524,K,"Garcia, Luis Alfredo"
CEE,6391,Master's Thesis Research,12837,L,"Scarborough, Matthew "
CEE,6391,Master's Thesis Research,12838,M,"Rowangould, Gregory M"
CEE,6391,Master's Thesis Research,15431,N,"Doran, Elizabeth Marjorie"
CEE,6391,Master's Thesis Research,12864,O,"Underwood, Kristen Lee"
CEE,6391,Master's Thesis Research,13245,Q,"Roy, Eric Daniel"
CEE,6391,Master's Thesis Research,13246,R,"Faulkner, Joshua "
CEE,6391,Master's Thesis Research,13904,S,"Rowangould, Dana Leigh"
CEE,6392,Master's Project Research,12443,A,"Scarborough, Matthew "
CEE,6392,Master's Project Research,12741,B,"Badireddy, Appala Raju "
CEE,6392,Master's Project Research,12948,C,"Underwood, Kristen Lee"
CEE,6392,Master's Project Research,12992,D,"Garcia, Luis Alfredo"
CEE,6392,Master's Project Research,13608,E,"Dewoolkar, Mandar "
CEE,6392,Master's Project Research,13609,F,"Hernandez, Eric M"
CEE,6392,Master's Project Research,13905,G,"Rizzo, Donna M."
CEE,6392,Master's Project Research,13906,H,"Rowangould, Dana Leigh"
CEE,6392,Master's Project Research,13907,I,"Rowangould, Gregory M"
CEE,6392,Master's Project Research,13908,J,"Roy, Eric Daniel"
CEE,6392,Master's Project Research,13909,K,"Faulkner, Joshua "
CEE,6392,Master's Project Research,13910,L,"Lens, John E."
CEE,6392,Master's Project Research,13911,M,"Pinder, George Francis"
CEE,6392,Master's Project Research,13912,N,"Ghazanfari, Ehsan "
CEE,6392,Master's Project Research,13992,O,"Bomblies, Arne "
CEE,6392,Master's Project Research,15433,P,"Doran, Elizabeth Marjorie"
CEE,6392,Master's Project Research,16044,Q,"Svolos, Lampros "
CEE,6930,CEE Graduate Seminar,10657,A,"Hernandez, Eric M"
CEE,7491,Doctoral Dissertation Research,15434,A,"Doran, Elizabeth Marjorie"
CEE,7491,Doctoral Dissertation Research,10981,B,"Bomblies, Arne "
CEE,7491,Doctoral Dissertation Research,10982,C,"Rizzo, Donna M."
CEE,7491,Doctoral Dissertation Research,10983,D,"Ghazanfari, Ehsan "
CEE,7491,Doctoral Dissertation Research,10984,E,"Hernandez, Eric M"
CEE,7491,Doctoral Dissertation Research,10985,F,"Pinder, George Francis"
CEE,7491,Doctoral Dissertation Research,16045,G,"Svolos, Lampros "
CEE,7491,Doctoral Dissertation Research,10986,H,"Dewoolkar, Mandar "
CEE,7491,Doctoral Dissertation Research,11398,J,"Badireddy, Appala Raju "
CEE,7491,Doctoral Dissertation Research,12525,K,"Garcia, Luis Alfredo"
CEE,7491,Doctoral Dissertation Research,12839,L,"Scarborough, Matthew "
CEE,7491,Doctoral Dissertation Research,12846,N,"Rowangould, Gregory M"
CEE,7491,Doctoral Dissertation Research,12865,O,"Underwood, Kristen Lee"
CEE,7491,Doctoral Dissertation Research,13247,P,"Rowangould, Dana Leigh"
CEE,7491,Doctoral Dissertation Research,13248,Q,"Roy, Eric Daniel"
CEE,7491,Doctoral Dissertation Research,13249,R,"Faulkner, Joshua "
CEE,7491,Doctoral Dissertation Research,13913,S,"Lens, John E."
CEMS,1,CEMS Study CATS,15989,A,"Williams, Kimberly "
CEMS,1,CEMS Study CATS,15990,B,"Williams, Kimberly "
CEMS,2020,Research Thesis Proposal,15449,OL1,"Schadler, Linda "
CEMS,2991,Internship,12711,A,"Fosher, Holly R"
CEMS,3910,Energy Policy and Economics,15436,A,"Doran, Elizabeth Marjorie"
CHEM,1150,Outline: Organic & BIOC w/lab,10081,A,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10081,A,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10438,B,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10438,B,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10147,L01,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10148,L02,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10149,L03,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10150,L04,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,10151,L05,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,11873,L07,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,12794,L08,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,12204,L09,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,12343,L10,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,13879,L11,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,14323,L12,"Flemer Jr., Steve "
CHEM,1150,Outline: Organic & BIOC w/lab,15894,L13,"Flemer Jr., Steve "
CHEM,1152,Outline: Organic & BIOC,15639,A,"Flemer Jr., Steve "
CHEM,1152,Outline: Organic & BIOC,15639,A,"Flemer Jr., Steve "
CHEM,1152,Outline: Organic & BIOC,15640,B,"Flemer Jr., Steve "
CHEM,1152,Outline: Organic & BIOC,15640,B,"Flemer Jr., Steve "
CHEM,1400,General Chemistry 1,11808,A,"Hoeltge, Amy M"
CHEM,1400,General Chemistry 1,15718,B,"Hoeltge, Amy M"
CHEM,1400,General Chemistry 1,11809,L01,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,11810,L02,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,11811,L03,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,11812,L04,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13365,L05,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13366,L06,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13367,L07,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13552,L08,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,12565,Z01,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,12566,Z02,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,12567,Z03,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,12568,Z04,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13368,Z05,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13369,Z06,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13370,Z07,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,13553,Z08,"Cardillo, Christine M."
CHEM,1400,General Chemistry 1,12564,ZRA,"Hoeltge, Amy M"
CHEM,1450,General Chemistry 2,10083,A,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,10083,A,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,10084,B,"Zahardis, James C"
CHEM,1450,General Chemistry 2,10084,B,"Zahardis, James C"
CHEM,1450,General Chemistry 2,10439,C,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,10439,C,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12548,D,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12548,D,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,10652,L01,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10477,L02,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10478,L03,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10479,L04,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10480,L05,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10481,L06,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10482,L07,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10483,L08,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10514,L09,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10515,L10,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10152,L11,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10255,L12,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10256,L13,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,11765,L15,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10851,L16,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10852,L17,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12819,L18,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10513,L19,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10258,L20,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10476,L21,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10653,L22,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10261,L24,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10262,L25,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,10263,L26,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13915,L27,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,11670,L28,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,11766,L29,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,11767,L30,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12191,L31,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13916,L32,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13917,L33,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12573,Z01,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12574,Z02,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12575,Z03,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12576,Z04,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12577,Z05,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12578,Z06,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12579,Z07,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12580,Z08,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12581,Z09,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12582,Z10,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12583,Z11,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12584,Z12,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12585,Z13,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12587,Z15,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12588,Z16,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12589,Z17,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12820,Z18,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12590,Z19,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12591,Z20,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12592,Z21,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12593,Z22,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12595,Z24,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12596,Z25,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12597,Z26,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13922,Z27,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12598,Z28,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12599,Z29,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12600,Z30,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12601,Z31,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13923,Z32,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,13924,Z33,"Cardillo, Christine M."
CHEM,1450,General Chemistry 2,12569,ZRA,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12569,ZRA,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12570,ZRB,"Zahardis, James C"
CHEM,1450,General Chemistry 2,12571,ZRC,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12571,ZRC,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12572,ZRD,"Ruggles, Erik L"
CHEM,1450,General Chemistry 2,12572,ZRD,"Ruggles, Erik L"
CHEM,1460,Exploring Chemistry 2,12359,A,"Landry, Christopher C."
CHEM,1460,Exploring Chemistry 2,14917,B,"Landry, Christopher C."
CHEM,1550,Organic Chemistry for Majors 2,12340,A,"Madalengoitia, Jose Santos"
CHEM,1550,Organic Chemistry for Majors 2,13928,L01,"Madalengoitia, Jose Santos"
CHEM,1550,Organic Chemistry for Majors 2,12344,L02,"Madalengoitia, Jose Santos"
CHEM,1550,Organic Chemistry for Majors 2,12715,L03,"Madalengoitia, Jose Santos"
CHEM,1580,Intro Organic Chemistry w/lab,10085,A,"Hoeltge, Amy M"
CHEM,1580,Intro Organic Chemistry w/lab,10266,L01,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,10267,L02,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,10268,L03,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,10269,L04,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,10270,L05,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,10440,L06,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,12192,L07,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,12549,L08,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,14427,L09,"Cardillo, Christine M."
CHEM,1580,Intro Organic Chemistry w/lab,15887,L10,"Cardillo, Christine M."
CHEM,1582,Intro Organic Chemistry,10086,A,"Hoeltge, Amy M"
CHEM,2012,2nd Year Seminar: Presentation,12341,A,"Liptak, Matthew "
CHEM,2014,Professional Development,12668,A,"Ou, Yangguang "
CHEM,2400,Inorganic Chemistry,14914,A,"Landry, Christopher C."
CHEM,2585,Organic Chemistry 2,10087,A,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10087,A,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10088,B,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10088,B,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15925,C,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15925,C,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10271,L01,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10272,L02,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10273,L03,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10274,L04,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10275,L05,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,13954,L06,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10276,L07,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10277,L08,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10278,L09,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10279,L10,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,10429,L11,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,11868,L12,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,11869,L13,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12126,L14,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12127,L15,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14696,L16,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14697,L17,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14698,L18,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15941,L19,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15942,L20,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12604,Z01,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12605,Z02,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12606,Z03,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12607,Z04,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12608,Z05,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,13955,Z06,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12609,Z07,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12610,Z08,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12611,Z09,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12612,Z10,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12613,Z11,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12614,Z12,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12615,Z13,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12616,Z14,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12617,Z15,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14699,Z16,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14700,Z17,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,14701,Z18,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15945,Z19,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,15947,Z20,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12602,ZRA,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12602,ZRA,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12603,ZRB,"Wurthmann, Alexander "
CHEM,2585,Organic Chemistry 2,12603,ZRB,"Wurthmann, Alexander "
CHEM,2600,Intro Physical Chemistry,12550,A,"Zahardis, James C"
CHEM,2605,Physical Chemistry Lab,12342,A,"Liptak, Matthew "
CHEM,2995,Undergraduate Research,12128,A,"Brewer, Matthias "
CHEM,2995,Undergraduate Research,14673,B,"Liptak, Matthew "
CHEM,2995,Undergraduate Research,14674,C,"Madalengoitia, Jose Santos"
CHEM,2995,Undergraduate Research,14675,D,"Petrucci, Giuseppe A."
CHEM,2995,Undergraduate Research,14676,E,"Punihaole, David "
CHEM,2995,Undergraduate Research,14677,F,"Ou, Yangguang "
CHEM,2995,Undergraduate Research,14678,G,"Waterman, Rory "
CHEM,3320,Instrumental Analysis,10655,A,"Punihaole, David "
CHEM,3991,Internship,12129,B,"Brewer, Matthias "
CHEM,3993,Independent Study,15456,A,"Brewer, Matthias "
CHEM,3995,Undergraduate Research,10099,A,"Brewer, Matthias "
CHEM,3995,Undergraduate Research,13489,B,"Liptak, Matthew "
CHEM,3995,Undergraduate Research,13490,C,"Madalengoitia, Jose Santos"
CHEM,3995,Undergraduate Research,13491,D,"Ou, Yangguang "
CHEM,3995,Undergraduate Research,13492,E,"Petrucci, Giuseppe A."
CHEM,3995,Undergraduate Research,13493,F,"Punihaole, David "
CHEM,3995,Undergraduate Research,13495,G,"Waterman, Rory "
CHEM,3995,Undergraduate Research,13496,H,"Hondal, Robert J."
CHEM,3995,Undergraduate Research,16158,I,"Landry, Christopher C."
CHEM,4996,Honors,10232,A,"Brewer, Matthias "
CHEM,6050,Topics in Current Chemistry,10442,A,"Madalengoitia, Jose Santos"
CHEM,6050,Topics in Current Chemistry,10443,B,"Waterman, Rory "
CHEM,6050,Topics in Current Chemistry,10444,C,"Ou, Yangguang "
CHEM,6391,Master's Lab Thesis Research,10100,A,"Landry, Christopher C."
CHEM,6391,Master's Lab Thesis Research,11469,B,"Brewer, Matthias "
CHEM,6391,Master's Lab Thesis Research,11470,C,"Punihaole, David "
CHEM,6391,Master's Lab Thesis Research,11471,D,"Liptak, Matthew "
CHEM,6391,Master's Lab Thesis Research,11472,G,"Madalengoitia, Jose Santos"
CHEM,6391,Master's Lab Thesis Research,11473,H,"Ou, Yangguang "
CHEM,6391,Master's Lab Thesis Research,11474,I,"Petrucci, Giuseppe A."
CHEM,6391,Master's Lab Thesis Research,11475,K,"Waterman, Rory "
CHEM,6392,Master's Lit Project Research,13622,A,"Punihaole, David "
CHEM,6410,Organometallic Chemistry,14923,A,"Waterman, Rory "
CHEM,6990,Chemistry Seminar Series,14695,A,"Brewer, Matthias "
CHEM,6990,NMR methodology,15807,B,"Ivancic, Monika "
CHEM,6991,Internship,15457,A,"Brewer, Matthias "
CHEM,6993,Independent Study,15458,A,"Brewer, Matthias "
CHEM,6995,Graduate Independent Research,15459,A,"Brewer, Matthias "
CHEM,7015,Research Problem Solution,13260,A,"Madalengoitia, Jose Santos"
CHEM,7491,Doctoral Dissertation Research,10101,A,"Landry, Christopher C."
CHEM,7491,Doctoral Dissertation Research,11476,B,"Brewer, Matthias "
CHEM,7491,Doctoral Dissertation Research,11477,C,"Punihaole, David "
CHEM,7491,Doctoral Dissertation Research,11478,F,"Liptak, Matthew "
CHEM,7491,Doctoral Dissertation Research,11479,G,"Madalengoitia, Jose Santos"
CHEM,7491,Doctoral Dissertation Research,11480,H,"Ou, Yangguang "
CHEM,7491,Doctoral Dissertation Research,11481,I,"Petrucci, Giuseppe A."
CHEM,7491,Doctoral Dissertation Research,11482,K,"Waterman, Rory "
CHEM,7491,Doctoral Dissertation Research,14679,L,"Hondal, Robert J."
CHIN,1200,1st Year College Chinese II,10006,A,"Hu, Ying "
CHIN,1200,1st Year College Chinese II,10007,B,"Hu, Ying "
CHIN,1200,1st Year College Chinese II,10009,C,"Hu, Ying "
CHIN,2200,2nd Year College Chinese II,10011,A,"Yin, Jing-hua "
CHIN,2200,2nd Year College Chinese II,10178,B,"Yin, Jing-hua "
CHIN,3200,3rd Year College Chinese II,10012,A,"Hu, Ying "
CHIN,3994,Teaching Assistantship,16010,A,"Yin, Jing-hua "
CHIN,4200,4th Year College Chinese II,12800,A,"Hu, Ying "
CHIN,4993,Independent Study,16011,A,"Hu, Ying "
CHIN,4996,Honors,10812,A,"Yin, Jing-hua "
CIS,1010,CL:Cybersecurity Law&Plcy,12933,OL1,"Prescott, Jody Mailand"
CIS,2990,Privacy Law & Policy,15634,A,"Kriger, Ryan "
CLAS,1320,Greek History/Civilization I,14998,A,"Evans, Jessica Ann"
CLAS,2320,Greek History/Civilization II,14999,A,"Evans, Jessica Ann"
CLAS,2581,Sustainability Cultural Hst,14995,A,"Usher, Mark David"
CLAS,2990,Utopias Old and New,14997,A,"Usher, Mark David"
CLAS,2990,Ancient Tragedy  Modern Horror,15813,B,"Stovall, Vanessa Ruth"
CLAS,3540,Gender and Sexuality in Rome,14996,A,"Evans, Jessica Ann"
CLAS,3990,Shakespeare and the Classics,15184,D,"Chiu, Angeline C"
CLAS,3993,IS: Classical Shakespeare,16099,A,"Chiu, Angeline C"
CLAS,4996,Honors,15461,A,"Franklin, John C."
CLBI,6010,Cell Biology,12429,A,"Howe, Alan "
CLBI,6020,Science Communication,12912,A,"Jetton, Thomas L"
CLBI,6080,Seminar,10321,A,"Poynter, Matthew Edward"
CLBI,6391,Master's Thesis Research,10322,A,"Heintz, Nicholas H."
CLBI,6391,Master's Thesis Research,12657,B,"Poynter, Matthew Edward"
CLBI,6391,Master's Thesis Research,12658,C,"Poynter, Matthew Edward"
CLBI,6990,Immunology II,15920,A,"Boyson, Jonathan Eric"
CLBI,6993,Independent Study,13501,A,"Poynter, Matthew Edward"
CLBI,7010,Critical Reading & Analysis,12424,A,"Howe, Alan "
CLBI,7491,Doctoral Dissertation Research,16153, Z,"Roberts, Steven Andrew"
CLBI,7491,Doctoral Dissertation Research,10324,A,"Cunniff, Brian S."
CLBI,7491,Doctoral Dissertation Research,11658,AA,"Stein, Janet L"
CLBI,7491,Doctoral Dissertation Research,14588,AB,"Salogiannis, John "
CLBI,7491,Doctoral Dissertation Research,14589,AC,"Freeman, Kalev "
CLBI,7491,Doctoral Dissertation Research,14590,AD,"Majumdar, Dev "
CLBI,7491,Doctoral Dissertation Research,10881,B,"Chatterjee, Nimrat "
CLBI,7491,Doctoral Dissertation Research,11860,BB,"Spees, Jeffrey L."
CLBI,7491,Doctoral Dissertation Research,10883,C,"Janssen, Yvonne M."
CLBI,7491,Doctoral Dissertation Research,11861,CC,"Doublie, Sylvie "
CLBI,7491,Doctoral Dissertation Research,10884,D,"Tierney, Mary Lauretta"
CLBI,7491,Doctoral Dissertation Research,11862,DD,"Anathy, Vikas "
CLBI,7491,Doctoral Dissertation Research,10885,E,"Hondal, Robert J."
CLBI,7491,Doctoral Dissertation Research,11859,EE,"Poynter, Matthew Edward"
CLBI,7491,Doctoral Dissertation Research,10886,F,"VanDerVliet, Albert "
CLBI,7491,Doctoral Dissertation Research,11863,FF,"Carr, Frances E"
CLBI,7491,Doctoral Dissertation Research,10887,G,"Poynter, Matthew Edward"
CLBI,7491,Doctoral Dissertation Research,11876,GG,"Frietze, Seth "
CLBI,7491,Doctoral Dissertation Research,10888,H,"Glass, Karen Champagne"
CLBI,7491,Doctoral Dissertation Research,12194,HH,"Amiel, Eyal "
CLBI,7491,Doctoral Dissertation Research,16025,HHH,"Nelson, Mark Tuxford"
CLBI,7491,Doctoral Dissertation Research,10889,I,"Boyson, Jonathan Eric"
CLBI,7491,Doctoral Dissertation Research,12197,II,"Diehl, Sean A"
CLBI,7491,Doctoral Dissertation Research,10890,J,"Stein, Gary Stephen"
CLBI,7491,Doctoral Dissertation Research,12209,JJ,"Botten, Jason W"
CLBI,7491,Doctoral Dissertation Research,10891,K,"Huston, Christopher D"
CLBI,7491,Doctoral Dissertation Research,12216,KK,"Stein, Janet L"
CLBI,7491,Doctoral Dissertation Research,10892,L,"Stumpff, Jason K"
CLBI,7491,Doctoral Dissertation Research,12451,LL,"Thali, Markus Josef"
CLBI,7491,Doctoral Dissertation Research,10893,M,"Deming, Paula Marie"
CLBI,7491,Doctoral Dissertation Research,12455,MM,"Ward, Gary E."
CLBI,7491,Doctoral Dissertation Research,10894,N,"Morielli, Anthony D"
CLBI,7491,Doctoral Dissertation Research,12456,NN,"Zaidi, Sayyed Kaleem"
CLBI,7491,Doctoral Dissertation Research,10895,O,"Bruce, Emily A."
CLBI,7491,Doctoral Dissertation Research,12457,OO,"Bernstein, David Bedig"
CLBI,7491,Doctoral Dissertation Research,10897,P,"Berger, Christopher Lewis"
CLBI,7491,Doctoral Dissertation Research,12469,PP,"Heath, Jessica Linda"
CLBI,7491,Doctoral Dissertation Research,10898,Q,"Shukla, Arti "
CLBI,7491,Doctoral Dissertation Research,12675,QQ,"Li, Jianing "
